"Date","Hour","Age","Sex","Number","Area","Amount","Result"
2015-01-13,11,25,2,1,1,32300,1
2015-01-13,11,51,1,2,1,19600,0
2015-01-13,11,24,1,1,1,21000,0
2015-01-13,11,24,1,1,1,21000,0
2015-01-13,11,28,2,3,1,38000,0
2015-01-13,11,28,2,3,1,38000,0
2015-01-13,11,29,2,1,1,16800,0
2015-01-13,11,20,2,2,1,11100,0
2015-01-13,11,26,1,1,1,33700,0
2015-01-13,11,26,1,1,1,33700,0
2015-01-13,11,24,1,1,1,32300,0
2015-01-13,11,46,2,2,1,18200,0
2015-01-13,11,41,2,2,1,11100,0
2015-01-13,11,26,1,1,1,13900,1
2015-01-13,11,27,2,1,3,13900,0
2015-01-13,11,52,1,3,1,23800,0
2015-01-13,11,52,1,3,1,23800,0
2015-01-13,11,59,2,5,1,26700,0
2015-01-13,11,59,2,5,1,26700,0
2015-01-13,11,30,1,1,1,12500,1
2015-01-13,11,42,1,3,1,12500,0
2015-01-13,11,35,1,4,1,13900,0
2015-01-13,11,22,1,1,1,16800,1
2015-01-13,11,39,1,3,1,19600,1
2015-01-13,13,68,2,3,1,39400,0
2015-01-13,13,68,2,3,1,39400,0
2015-01-13,13,71,2,1,3,8300,0
2015-01-13,13,62,2,4,1,18200,0
2015-01-13,13,43,1,4,1,63400,1
2015-01-13,13,43,1,4,1,63400,1
2015-01-13,13,65,1,3,1,67700,1
2015-01-13,13,65,1,3,1,67700,1
2015-01-13,13,49,1,4,1,76100,0
2015-01-13,13,38,1,1,2,73300,0
2015-01-13,13,36,2,1,1,9700,1
2015-01-13,13,67,2,4,1,8300,0
2015-01-13,13,53,2,3,1,4000,0
2015-01-13,13,36,1,1,1,40400,0
2015-01-13,13,36,1,1,1,40400,0
2015-01-13,13,34,2,1,1,6900,1
2015-01-13,13,37,2,2,2,16800,0
2015-01-13,13,63,2,2,1,8300,0
2015-01-13,13,28,1,1,1,16800,0
2015-01-13,13,27,1,1,3,4000,1
2015-01-13,13,23,2,3,1,36600,1
2015-01-13,13,23,2,3,1,36600,1
2015-01-13,13,65,2,4,1,2600,0
2015-01-13,13,35,2,1,3,2600,0
2015-01-13,13,24,2,1,1,21000,0
2015-01-13,13,24,2,1,1,21000,0
2015-01-13,13,44,2,1,1,42200,0
2015-01-13,13,44,2,1,1,42200,0
2015-01-13,13,20,1,1,2,18200,1
2015-01-13,13,21,1,3,1,1200,0
2015-01-13,13,21,1,3,1,1200,0
2015-01-13,13,30,1,2,1,16800,0
2015-01-13,13,38,2,3,1,15400,0
2015-01-13,13,44,1,2,1,13900,0
2015-01-13,13,44,1,2,1,13900,0
2015-01-13,13,47,2,1,1,53500,0
2015-01-13,13,47,2,1,1,53500,0
2015-01-13,13,44,2,2,3,9700,0
2015-01-13,13,29,1,3,2,17900,0
2015-01-13,13,48,1,5,1,18200,0
2015-01-13,13,48,1,5,1,18200,0
2015-01-13,13,31,2,3,2,16800,0
2015-01-13,13,73,1,2,1,100200,0
2015-01-13,13,73,1,2,1,100200,0
2015-01-13,13,47,1,3,1,66200,0
2015-01-13,13,47,1,3,1,66200,0
2015-01-13,14,45,1,2,1,74700,0
2015-01-13,14,66,1,2,1,28100,0
2015-01-13,14,48,2,3,1,5500,0
2015-01-13,14,47,2,1,2,2600,1
2015-01-13,14,62,2,2,1,5500,0
2015-01-13,14,67,2,1,1,6900,0
2015-01-13,14,52,1,2,1,156700,1
2015-01-13,14,40,2,4,1,8300,1
2015-01-13,14,49,1,4,1,76100,0
2015-01-13,14,65,2,2,1,23800,0
2015-01-13,14,65,2,2,1,23800,0
2015-01-13,14,32,2,3,1,8300,0
2015-01-13,14,51,1,3,1,95900,0
2015-01-13,14,35,2,1,1,71600,0
2015-01-13,14,41,1,4,1,107200,0
2015-01-13,14,38,1,1,2,73300,0
2015-01-13,14,46,1,1,1,112900,0
2015-01-13,14,56,2,2,1,32300,1
2015-01-13,14,56,2,2,1,32300,1
2015-01-13,14,34,1,1,1,84600,0
2015-01-13,14,43,1,2,1,79000,0
2015-01-13,14,38,1,2,1,45000,0
2015-01-13,14,38,1,2,1,45000,0
2015-01-13,14,32,2,2,1,5900,0
2015-01-13,14,21,1,1,1,8300,0
2015-01-13,14,29,2,3,1,2600,1
2015-01-13,14,53,2,2,1,26400,0
2015-01-13,14,52,1,1,1,93700,0
2015-01-13,14,26,2,2,1,4000,0
2015-01-13,14,54,2,1,1,9700,0
2015-01-13,14,21,1,1,2,1200,0
2015-01-13,14,34,1,1,1,93100,1
2015-01-13,14,23,1,1,1,49300,1
2015-01-13,14,23,1,1,1,49300,1
2015-01-13,14,20,2,1,1,6900,0
2015-01-13,14,43,2,2,1,6900,0
2015-01-13,14,59,2,1,1,2600,0
2015-01-13,14,65,2,4,1,6900,0
2015-01-13,14,26,1,2,1,1200,0
2015-01-13,14,26,1,2,1,1200,0
2015-01-13,14,54,2,5,1,4000,0
2015-01-13,14,63,2,4,1,6900,0
2015-01-13,14,45,2,1,2,1200,0
2015-01-13,14,63,1,2,1,32300,0
2015-01-13,14,66,1,2,1,5500,1
2015-01-13,14,57,2,2,2,9700,0
2015-01-13,14,27,1,2,1,93100,0
2015-01-13,14,27,1,2,1,93100,0
2015-01-13,14,33,2,2,2,9700,0
2015-01-13,14,32,1,1,1,197700,1
2015-01-13,14,32,1,2,1,74700,1
2015-01-13,14,48,1,2,1,136900,0
2015-01-13,14,44,2,2,1,6900,0
2015-01-13,14,54,1,1,1,128500,0
2015-01-13,15,52,1,2,1,156700,0
2015-01-13,15,57,1,1,1,21900,1
2015-01-13,15,57,1,1,1,21900,1
2015-01-13,15,47,1,4,1,74700,0
2015-01-13,15,42,1,1,1,91700,0
2015-01-13,15,30,1,1,1,80400,0
2015-01-13,15,52,1,1,1,93700,0
2015-01-13,15,52,1,1,1,93700,0
2015-01-13,15,65,1,4,1,30900,1
2015-01-13,15,65,1,4,1,30900,1
2015-01-13,15,41,1,2,1,93100,0
2015-01-13,15,40,1,4,1,101600,0
2015-01-13,15,47,2,4,2,33700,1
2015-01-13,15,54,1,1,1,128500,0
2015-01-13,16,55,2,1,3,40800,1
2015-01-13,16,55,2,1,3,40800,1
2015-01-13,16,59,1,1,1,105800,1
2015-01-13,16,62,2,2,3,22400,0
2015-01-13,16,64,2,2,3,125600,0
2015-01-13,16,67,1,2,1,15400,0
2015-01-13,16,67,1,2,1,15400,0
2015-01-13,16,42,2,2,1,80400,1
2015-01-13,16,36,1,1,1,26700,0
2015-01-13,16,36,1,1,1,26700,0
2015-01-13,16,55,1,2,1,72800,0
2015-01-13,16,55,1,2,1,72800,0
2015-01-13,16,37,2,2,1,28100,0
2015-01-13,16,37,2,2,1,28100,0
2015-01-13,16,20,2,1,1,19600,1
2015-01-13,16,20,2,1,1,19600,1
2015-01-13,16,22,2,1,1,36600,0
2015-01-13,16,22,2,1,1,36600,0
2015-01-13,16,26,2,1,2,72200,0
2015-01-13,16,29,2,1,1,15400,0
2015-01-13,16,29,2,1,1,15400,0
2015-01-13,16,26,1,1,1,18200,1
2015-01-13,16,22,2,1,3,30900,0
2015-01-13,16,53,2,3,1,28100,1
2015-01-13,16,40,2,1,1,36600,1
2015-01-13,16,36,1,1,2,4600,1
2015-01-13,16,41,1,3,2,99300,0
2015-01-13,16,39,1,2,2,29500,0
2015-01-13,16,35,1,1,1,38000,0
2015-01-14,9,44,1,3,1,46500,0
2015-01-14,9,65,1,2,1,69100,0
2015-01-14,9,42,1,3,1,45000,0
2015-01-14,9,57,1,1,1,64800,0
2015-01-14,9,62,1,3,1,46500,0
2015-01-14,9,54,1,3,1,66200,0
2015-01-14,9,47,1,3,1,52100,0
2015-01-14,9,45,1,2,1,32300,0
2015-01-14,9,45,1,2,1,32300,0
2015-01-14,9,36,1,1,1,62000,0
2015-01-14,9,37,2,1,1,62400,0
2015-01-14,9,37,1,1,1,57800,0
2015-01-14,9,47,1,1,1,45000,0
2015-01-14,9,55,1,1,1,49300,0
2015-01-14,9,32,1,1,1,59200,0
2015-01-14,9,28,1,2,1,43600,0
2015-01-14,9,34,1,2,1,67700,0
2015-01-14,9,58,2,1,1,53000,0
2015-01-14,9,35,1,1,1,46500,0
2015-01-14,9,21,2,1,1,54900,0
2015-01-14,10,68,2,2,1,45000,0
2015-01-14,10,41,2,2,1,54900,0
2015-01-14,10,61,2,3,1,15400,1
2015-01-14,10,46,1,2,1,18200,1
2015-01-14,10,41,1,2,1,50700,1
2015-01-14,10,65,1,3,1,56400,0
2015-01-14,10,69,2,1,2,12500,0
2015-01-14,10,69,2,1,2,12500,0
2015-01-14,10,34,1,1,1,42200,0
2015-01-14,10,34,1,1,1,42200,0
2015-01-14,10,30,2,1,3,64800,0
2015-01-14,10,34,1,1,1,60600,0
2015-01-14,10,36,2,1,2,29500,0
2015-01-14,10,36,2,1,2,29500,0
2015-01-14,10,26,2,1,1,28100,0
2015-01-14,10,66,2,5,1,56400,0
2015-01-14,10,29,1,2,1,18200,1
2015-01-14,10,54,2,4,1,28100,0
2015-01-14,10,54,2,4,1,28100,0
2015-01-14,10,57,2,1,1,13900,0
2015-01-14,10,29,2,1,2,22400,0
2015-01-14,10,29,2,1,2,22400,0
2015-01-14,10,41,2,2,1,32300,0
2015-01-14,10,41,2,2,1,32300,0
2015-01-14,10,73,2,1,1,12500,0
2015-01-14,10,31,2,2,1,49300,0
2015-01-14,10,49,2,3,1,36600,0
2015-01-14,10,49,2,3,1,36600,0
2015-01-14,10,26,1,2,1,35100,0
2015-01-14,10,26,1,2,1,35100,0
2015-01-14,10,35,1,3,1,53500,0
2015-01-14,10,26,2,1,1,11100,0
2015-01-14,10,26,2,1,1,11100,0
2015-01-14,10,25,1,1,2,22400,0
2015-01-14,10,25,1,1,2,22400,0
2015-01-14,11,41,1,2,1,38000,0
2015-01-14,11,44,1,5,1,35100,0
2015-01-14,11,61,2,2,1,13900,1
2015-01-14,11,61,2,2,1,13900,1
2015-01-14,11,63,1,3,1,21000,0
2015-01-14,11,44,2,5,1,18200,0
2015-01-14,11,44,2,5,1,18200,0
2015-01-14,11,46,1,1,1,36600,0
2015-01-14,11,43,2,2,1,18200,0
2015-01-14,11,43,2,2,1,18200,0
2015-01-14,11,51,1,3,3,13900,1
2015-01-14,11,49,1,1,3,13900,0
2015-01-14,11,49,1,1,3,13900,0
2015-01-14,11,31,2,1,1,25200,0
2015-01-14,11,30,2,1,1,11100,0
2015-01-14,11,30,2,1,1,11100,0
2015-01-14,11,22,2,1,1,16800,0
2015-01-14,11,22,2,1,1,16800,0
2015-01-14,11,51,1,2,1,19600,0
2015-01-14,11,51,1,2,1,19600,0
2015-01-14,11,20,2,2,1,11100,0
2015-01-14,11,20,2,2,1,11100,0
2015-01-14,11,24,1,1,1,32300,0
2015-01-14,11,23,1,2,1,30900,1
2015-01-14,11,46,2,2,1,18200,0
2015-01-14,11,46,2,2,1,18200,0
2015-01-14,11,41,2,2,1,11100,0
2015-01-14,11,41,2,2,1,11100,0
2015-01-14,11,26,1,1,1,13900,1
2015-01-14,11,26,1,1,1,13900,1
2015-01-14,11,20,1,1,1,36600,0
2015-01-14,11,27,2,1,3,13900,0
2015-01-14,11,27,2,1,3,13900,0
2015-01-14,11,28,2,1,2,40800,0
2015-01-14,11,62,1,4,1,23800,1
2015-01-14,11,42,1,3,1,12500,0
2015-01-14,11,42,1,3,1,12500,0
2015-01-14,11,53,2,3,1,21000,0
2015-01-14,11,35,1,4,1,13900,0
2015-01-14,11,35,1,4,1,13900,0
2015-01-14,11,22,1,1,1,16800,1
2015-01-14,11,22,1,1,1,16800,1
2015-01-14,11,39,1,3,1,19600,1
2015-01-14,11,39,1,3,1,19600,1
2015-01-14,13,66,1,2,1,28100,0
2015-01-14,13,71,2,1,3,8300,0
2015-01-14,13,71,2,1,3,8300,0
2015-01-14,13,62,2,4,1,18200,0
2015-01-14,13,62,2,4,1,18200,0
2015-01-14,13,71,2,2,1,9700,0
2015-01-14,13,38,1,1,2,73300,0
2015-01-14,13,38,1,1,2,73300,0
2015-01-14,13,36,2,1,1,9700,1
2015-01-14,13,36,2,1,1,9700,1
2015-01-14,13,67,2,4,1,8300,0
2015-01-14,13,67,2,4,1,8300,0
2015-01-14,13,46,1,1,1,112900,0
2015-01-14,13,53,2,3,1,4000,0
2015-01-14,13,53,2,3,1,4000,0
2015-01-14,13,34,2,1,1,6900,1
2015-01-14,13,34,2,1,1,6900,1
2015-01-14,13,63,2,2,1,8300,0
2015-01-14,13,63,2,2,1,8300,0
2015-01-14,13,28,1,1,1,16800,0
2015-01-14,13,27,1,1,3,4000,1
2015-01-14,13,27,1,1,3,4000,1
2015-01-14,13,53,2,2,1,26400,0
2015-01-14,13,36,1,2,2,38000,0
2015-01-14,13,65,1,2,1,18200,1
2015-01-14,13,65,2,4,1,2600,0
2015-01-14,13,65,2,4,1,2600,0
2015-01-14,13,35,2,1,3,2600,0
2015-01-14,13,35,2,1,3,2600,0
2015-01-14,13,53,2,1,1,12500,0
2015-01-14,13,20,1,1,2,18200,1
2015-01-14,13,20,1,1,2,18200,1
2015-01-14,13,30,1,2,1,16800,0
2015-01-14,13,30,1,2,1,16800,0
2015-01-14,13,38,2,3,1,15400,0
2015-01-14,13,38,2,3,1,15400,0
2015-01-14,13,44,2,2,3,9700,0
2015-01-14,13,44,2,2,3,9700,0
2015-01-14,13,29,1,3,2,17900,0
2015-01-14,13,29,1,3,2,17900,0
2015-01-14,14,45,1,2,1,74700,1
2015-01-14,14,68,1,4,1,32300,0
2015-01-14,14,56,1,2,1,32300,1
2015-01-14,14,48,2,3,1,5500,0
2015-01-14,14,47,2,1,2,2600,1
2015-01-14,14,47,2,1,2,2600,1
2015-01-14,14,67,2,1,1,6900,0
2015-01-14,14,67,2,1,1,6900,0
2015-01-14,14,69,1,5,1,118600,0
2015-01-14,14,40,2,4,1,8300,1
2015-01-14,14,40,2,4,1,8300,1
2015-01-14,14,47,1,4,1,74700,0
2015-01-14,14,42,1,1,1,91700,0
2015-01-14,14,32,2,3,1,8300,0
2015-01-14,14,32,2,3,1,8300,0
2015-01-14,14,30,1,1,1,80400,0
2015-01-14,14,41,1,4,1,107200,0
2015-01-14,14,34,1,1,1,84600,0
2015-01-14,14,43,1,2,1,79000,0
2015-01-14,14,34,1,3,1,40800,0
2015-01-14,14,29,2,3,1,2600,1
2015-01-14,14,29,2,3,1,2600,1
2015-01-14,14,52,1,1,1,93700,0
2015-01-14,14,54,2,1,1,9700,0
2015-01-14,14,54,2,1,1,9700,0
2015-01-14,14,22,2,1,1,32300,0
2015-01-14,14,21,1,1,2,1200,0
2015-01-14,14,21,1,1,2,1200,0
2015-01-14,14,20,2,1,1,6900,0
2015-01-14,14,20,2,1,1,6900,0
2015-01-14,14,59,2,1,1,2600,0
2015-01-14,14,59,2,1,1,2600,0
2015-01-14,14,65,2,4,1,6900,0
2015-01-14,14,65,2,4,1,6900,0
2015-01-14,14,20,1,3,1,22400,0
2015-01-14,14,54,2,5,1,4000,0
2015-01-14,14,54,2,5,1,4000,0
2015-01-14,14,40,1,4,1,101600,0
2015-01-14,14,41,1,3,2,99300,0
2015-01-14,14,57,2,2,2,9700,0
2015-01-14,14,57,2,2,2,9700,0
2015-01-14,14,33,2,2,2,9700,0
2015-01-14,14,33,2,2,2,9700,0
2015-01-14,14,44,2,2,1,6900,0
2015-01-14,14,44,2,2,1,6900,0
2015-01-14,15,33,1,1,1,32300,0
2015-01-14,16,59,2,2,3,28100,1
2015-01-14,16,62,2,2,3,22400,0
2015-01-14,16,64,2,2,3,125600,0
2015-01-14,16,35,2,1,1,71600,0
2015-01-14,16,26,2,1,2,72200,0
2015-01-14,16,22,2,1,3,30900,0
2015-01-14,16,41,1,2,1,93100,0
2015-01-14,16,41,1,2,1,90000,0
2015-01-14,16,40,2,1,1,36600,1
2015-01-14,16,40,2,1,1,36600,1
2015-01-14,16,36,1,1,2,4600,1
2015-01-14,16,36,1,1,2,4600,1
2015-01-14,16,35,1,1,1,38000,0
2015-01-14,16,35,1,1,1,38000,0
2015-01-14,16,48,1,2,1,136900,0
2015-01-15,9,68,2,2,1,45000,1
2015-01-15,9,41,2,2,1,54900,0
2015-01-15,9,44,1,3,1,46500,0
2015-01-15,9,65,1,2,1,69100,1
2015-01-15,9,55,1,2,1,122800,0
2015-01-15,9,54,1,3,1,66200,0
2015-01-15,9,69,1,5,1,118600,1
2015-01-15,9,31,1,1,3,66200,0
2015-01-15,9,47,1,4,1,74700,0
2015-01-15,9,36,1,1,1,62000,0
2015-01-15,9,42,1,1,1,91700,0
2015-01-15,9,30,1,1,1,80400,0
2015-01-15,9,41,1,4,1,107200,0
2015-01-15,9,69,1,3,1,67700,0
2015-01-15,9,46,1,1,1,112900,0
2015-01-15,9,34,1,1,1,42200,0
2015-01-15,9,34,1,1,1,84600,0
2015-01-15,9,30,2,1,3,64800,0
2015-01-15,9,34,1,1,1,60600,0
2015-01-15,9,47,1,1,1,45000,0
2015-01-15,9,32,1,1,1,59200,0
2015-01-15,9,28,1,2,1,43600,0
2015-01-15,9,58,2,1,1,53000,0
2015-01-15,9,40,1,4,1,101600,0
2015-01-15,9,31,2,2,1,49300,0
2015-01-15,9,41,1,3,2,99300,0
2015-01-15,10,59,1,1,1,105800,0
2015-01-15,10,42,1,3,1,45000,0
2015-01-15,10,40,1,5,1,56400,0
2015-01-15,10,64,2,2,3,125600,0
2015-01-15,10,71,2,2,1,9700,1
2015-01-15,10,37,2,1,1,62400,0
2015-01-15,10,55,1,2,1,72800,0
2015-01-15,10,37,1,1,1,57800,0
2015-01-15,10,26,2,1,1,28100,0
2015-01-15,10,22,1,1,1,26700,1
2015-01-15,10,31,1,1,3,35100,0
2015-01-15,10,55,1,1,1,49300,0
2015-01-15,10,26,2,1,2,72200,0
2015-01-15,10,34,1,2,1,67700,0
2015-01-15,10,35,1,1,1,46500,0
2015-01-15,10,35,1,3,1,53500,0
2015-01-15,10,21,2,1,1,54900,0
2015-01-15,11,45,1,3,3,38000,1
2015-01-15,11,63,1,3,1,21000,0
2015-01-15,11,36,2,1,1,9700,0
2015-01-15,11,35,1,1,1,8300,0
2015-01-15,11,28,2,2,1,2600,0
2015-01-15,11,48,1,1,1,26700,0
2015-01-15,11,22,2,1,1,5500,0
2015-01-15,11,29,2,1,2,28100,0
2015-01-15,11,23,1,2,1,30900,1
2015-01-15,11,28,2,1,2,40800,0
2015-01-15,11,62,1,4,1,23800,1
2015-01-15,11,30,1,2,2,8300,0
2015-01-15,13,41,1,2,1,38000,0
2015-01-15,13,44,1,5,1,35100,0
2015-01-15,13,63,1,3,1,21000,0
2015-01-15,13,46,1,1,1,36600,0
2015-01-15,13,35,2,3,1,38000,0
2015-01-15,13,31,2,1,1,25200,0
2015-01-15,13,32,2,1,1,23800,0
2015-01-15,13,34,1,1,1,28100,0
2015-01-15,13,48,1,1,1,26700,0
2015-01-15,13,36,1,2,2,38000,0
2015-01-15,13,23,1,3,1,36600,0
2015-01-15,13,31,1,1,3,35100,0
2015-01-15,13,29,2,1,2,28100,0
2015-01-15,13,24,1,1,1,32300,0
2015-01-15,13,25,1,1,1,32300,0
2015-01-15,13,28,2,1,2,40800,0
2015-01-15,13,22,1,1,1,25200,0
2015-01-15,13,47,2,4,2,33700,1
2015-01-15,14,66,2,3,1,23800,0
2015-01-15,14,66,1,2,1,28100,0
2015-01-15,14,68,1,4,1,32300,0
2015-01-15,14,78,1,1,1,38000,0
2015-01-15,14,52,2,4,3,22400,1
2015-01-15,14,65,2,2,1,33700,0
2015-01-15,14,56,1,2,1,32300,0
2015-01-15,14,64,1,1,1,38000,0
2015-01-15,14,43,1,5,1,40800,0
2015-01-15,14,45,1,1,1,29500,0
2015-01-15,14,33,1,1,1,36600,0
2015-01-15,14,38,2,1,1,22400,0
2015-01-15,14,34,1,3,1,40800,0
2015-01-15,14,32,2,1,1,30900,0
2015-01-15,14,26,2,1,1,28100,0
2015-01-15,14,53,2,2,1,26400,0
2015-01-15,14,22,1,1,1,23800,0
2015-01-15,14,67,1,3,1,29500,0
2015-01-15,14,22,2,1,1,32300,0
2015-01-15,14,23,1,3,1,36600,0
2015-01-15,14,38,1,1,1,32300,0
2015-01-15,14,20,2,3,1,23800,0
2015-01-15,14,21,2,3,1,38000,0
2015-01-15,14,21,2,1,3,22400,0
2015-01-15,14,48,2,4,1,23800,0
2015-01-15,14,47,2,1,1,33700,0
2015-01-15,14,20,1,3,1,22400,0
2015-01-15,14,43,2,1,1,35100,1
2015-01-15,14,22,1,1,1,25200,0
2015-01-15,14,56,2,4,1,28100,1
2015-01-15,14,49,1,2,3,30900,1
2015-01-15,14,31,2,1,1,25200,0
2015-01-15,15,83,2,1,3,30900,0
2015-01-15,15,33,1,1,1,32300,0
2015-01-16,9,69,1,5,1,118600,0
2015-01-16,9,47,1,4,1,74700,0
2015-01-16,9,36,1,1,1,62000,0
2015-01-16,9,42,1,1,1,91700,0
2015-01-16,9,30,1,1,1,80400,0
2015-01-16,9,41,1,4,1,107200,0
2015-01-16,9,46,1,1,1,112900,0
2015-01-16,9,34,1,1,1,42200,0
2015-01-16,9,41,2,2,1,56400,0
2015-01-16,9,34,1,1,1,84600,0
2015-01-16,9,40,1,4,1,101600,0
2015-01-16,9,31,2,2,1,49300,0
2015-01-16,9,41,1,3,2,99300,0
2015-01-16,10,58,1,1,2,18200,0
2015-01-16,10,44,2,1,2,21000,0
2015-01-16,10,79,1,1,3,81800,0
2015-01-16,10,66,2,3,3,40800,0
2015-01-16,10,64,2,2,3,125600,0
2015-01-16,10,71,2,2,1,9700,1
2015-01-16,10,37,2,1,1,62400,0
2015-01-16,10,39,2,2,1,29500,0
2015-01-16,10,55,1,2,1,72800,0
2015-01-16,10,35,2,1,1,25200,0
2015-01-16,10,26,2,1,1,28100,0
2015-01-16,10,26,2,1,1,28100,0
2015-01-16,10,22,1,1,1,26700,1
2015-01-16,10,31,1,1,3,35100,0
2015-01-16,10,55,1,1,1,49300,0
2015-01-16,10,23,2,1,1,9700,0
2015-01-16,10,26,2,1,2,72200,0
2015-01-16,10,24,1,1,1,56400,0
2015-01-16,10,35,1,1,1,46500,0
2015-01-16,10,21,2,1,1,54900,0
2015-01-16,11,41,1,2,1,38000,0
2015-01-16,11,44,1,5,1,35100,0
2015-01-16,11,45,1,3,3,38000,1
2015-01-16,11,63,1,3,1,21000,0
2015-01-16,11,63,1,3,1,21000,0
2015-01-16,11,46,1,1,1,36600,0
2015-01-16,11,37,2,2,2,5500,0
2015-01-16,11,31,2,1,1,25200,0
2015-01-16,11,36,2,1,1,9700,0
2015-01-16,11,35,1,1,1,8300,0
2015-01-16,11,28,2,2,1,2600,0
2015-01-16,11,48,1,1,1,26700,0
2015-01-16,11,22,2,1,1,5500,0
2015-01-16,11,29,2,1,2,28100,0
2015-01-16,11,24,1,1,1,32300,0
2015-01-16,11,23,1,2,1,30900,1
2015-01-16,11,23,1,2,1,30900,1
2015-01-16,11,20,1,1,1,36600,0
2015-01-16,11,28,2,1,2,40800,0
2015-01-16,11,28,2,1,2,40800,0
2015-01-16,11,53,2,3,1,21000,0
2015-01-16,11,30,1,2,2,8300,0
2015-01-16,13,41,1,2,1,38000,0
2015-01-16,13,66,1,2,1,28100,0
2015-01-16,13,44,1,5,1,35100,0
2015-01-16,13,63,1,3,1,21000,0
2015-01-16,13,45,2,1,1,120100,0
2015-01-16,13,46,1,1,1,36600,0
2015-01-16,13,76,2,1,1,298400,0
2015-01-16,13,31,2,1,1,25200,0
2015-01-16,13,76,1,1,1,122800,0
2015-01-16,13,53,2,2,1,26400,0
2015-01-16,13,36,1,2,2,38000,0
2015-01-16,13,36,1,2,2,38000,0
2015-01-16,13,23,1,3,1,36600,0
2015-01-16,13,26,1,1,1,111100,0
2015-01-16,13,66,1,2,1,36000,0
2015-01-16,13,54,1,1,1,160700,0
2015-01-16,13,24,1,1,1,32300,0
2015-01-16,13,28,2,1,2,40800,0
2015-01-16,13,22,1,1,1,25200,0
2015-01-16,13,42,2,4,3,110100,0
2015-01-16,13,59,1,1,1,84600,0
2015-01-16,13,38,1,2,1,63400,0
2015-01-16,13,47,2,4,2,33700,1
2015-01-16,14,66,1,2,1,28100,0
2015-01-16,14,68,1,4,1,32300,0
2015-01-16,14,68,1,4,1,32300,0
2015-01-16,14,56,1,2,1,32300,0
2015-01-16,14,56,1,2,1,32300,0
2015-01-16,14,34,1,3,1,40800,0
2015-01-16,14,34,1,3,1,40800,0
2015-01-16,14,26,2,1,1,28100,0
2015-01-16,14,53,2,2,1,26400,0
2015-01-16,14,58,1,2,1,95400,0
2015-01-16,14,22,2,1,1,32300,0
2015-01-16,14,22,2,1,1,32300,0
2015-01-16,14,20,1,3,1,22400,0
2015-01-16,14,20,1,3,1,22400,0
2015-01-16,14,53,2,1,1,32300,1
2015-01-16,14,56,2,3,2,26700,1
2015-01-16,15,58,1,2,1,57800,0
2015-01-16,15,46,1,3,1,54800,0
2015-01-16,15,24,2,1,1,57800,0
2015-01-16,15,44,1,4,3,54900,0
2015-01-16,15,40,1,1,3,93100,0
2015-01-16,15,20,1,3,1,75300,0
2015-01-16,15,45,2,2,1,49300,0
2015-01-16,15,33,1,1,1,32300,0
2015-01-16,15,33,1,1,1,32300,0
2015-01-16,16,63,1,3,1,59200,0
2015-01-16,16,42,2,4,1,59200,1
2015-01-16,16,33,1,1,1,59200,0
2015-01-16,16,22,2,1,1,61300,0
2015-01-16,16,71,1,3,1,56400,0
2015-01-16,16,59,1,2,1,71900,0
2015-01-16,16,67,1,2,1,63400,0
2015-01-19,9,68,2,2,1,45000,0
2015-01-19,9,41,2,2,1,54900,0
2015-01-19,9,44,1,3,1,46500,0
2015-01-19,9,65,1,2,1,69100,0
2015-01-19,9,62,1,3,1,46500,1
2015-01-19,9,55,1,2,1,122800,0
2015-01-19,9,54,1,3,1,66200,0
2015-01-19,9,69,1,5,1,118600,0
2015-01-19,9,69,1,5,1,118600,0
2015-01-19,9,65,1,3,1,56400,1
2015-01-19,9,65,1,3,1,56400,1
2015-01-19,9,31,1,1,3,66200,0
2015-01-19,9,47,1,4,1,74700,0
2015-01-19,9,47,1,4,1,74700,0
2015-01-19,9,42,1,1,1,91700,0
2015-01-19,9,42,1,1,1,91700,0
2015-01-19,9,30,1,1,1,80400,0
2015-01-19,9,30,1,1,1,80400,0
2015-01-19,9,41,1,4,1,107200,0
2015-01-19,9,41,1,4,1,107200,0
2015-01-19,9,69,1,3,1,67700,0
2015-01-19,9,46,1,1,1,112900,0
2015-01-19,9,46,1,1,1,112900,0
2015-01-19,9,34,1,1,1,42200,0
2015-01-19,9,41,2,2,1,56400,0
2015-01-19,9,34,1,1,1,84600,0
2015-01-19,9,34,1,1,1,84600,0
2015-01-19,9,30,2,1,3,64800,0
2015-01-19,9,43,1,2,1,79000,1
2015-01-19,9,43,1,2,1,79000,1
2015-01-19,9,34,1,1,1,60600,0
2015-01-19,9,47,1,1,1,45000,0
2015-01-19,9,32,1,1,1,59200,0
2015-01-19,9,28,1,2,1,43600,0
2015-01-19,9,58,2,1,1,53000,0
2015-01-19,9,40,1,4,1,101600,0
2015-01-19,9,40,1,4,1,101600,0
2015-01-19,9,31,2,2,1,49300,0
2015-01-19,9,31,2,2,1,49300,0
2015-01-19,9,41,1,3,2,99300,0
2015-01-19,9,41,1,3,2,99300,0
2015-01-19,10,59,2,2,3,28100,1
2015-01-19,10,59,2,2,3,28100,1
2015-01-19,10,59,1,1,1,105800,0
2015-01-19,10,42,1,3,1,45000,0
2015-01-19,10,58,1,1,2,18200,0
2015-01-19,10,44,2,1,2,21000,0
2015-01-19,10,79,1,1,3,81800,0
2015-01-19,10,66,2,3,3,40800,0
2015-01-19,10,40,1,5,1,56400,0
2015-01-19,10,64,2,2,3,125600,0
